,state,date,Gst ( goods and service tax ) payers registered,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) return type
425,chandigarh,2018-12-01,25857.0,27347.0,GSTR-3
426,chandigarh,2019-01-01,8819.0,10436.0,GSTR-1
427,chandigarh,2019-01-01,25910.0,27519.0,GSTR-3
428,chandigarh,2019-02-01,8829.0,10294.0,GSTR-1
429,chandigarh,2019-02-01,25993.0,27639.0,GSTR-3
430,chandigarh,2019-03-01,25556.0,27600.0,GSTR-1
431,chandigarh,2019-03-01,26074.0,27600.0,GSTR-3
432,chandigarh,2019-04-01,8784.0,12580.0,GSTR-1
433,chandigarh,2019-04-01,25813.0,27554.0,GSTR-3
434,chandigarh,2019-05-01,8742.0,11968.0,GSTR-1
435,chandigarh,2019-05-01,25860.0,27558.0,GSTR-3
436,chandigarh,2019-06-01,25591.0,27619.0,GSTR-1
437,chandigarh,2019-06-01,25905.0,27619.0,GSTR-3
438,chandigarh,2019-07-01,8801.0,10876.0,GSTR-1
439,chandigarh,2019-07-01,25926.0,27665.0,GSTR-3
440,chandigarh,2019-08-01,8820.0,10567.0,GSTR-1
441,chandigarh,2019-08-01,25935.0,27609.0,GSTR-3
442,chandigarh,2019-09-01,25658.0,27465.0,GSTR-1
443,chandigarh,2019-09-01,25987.0,27465.0,GSTR-3
444,chandigarh,2019-10-01,26141.0,27272.0,GSTR-3
445,chandigarh,2019-11-01,8918.0,9714.0,GSTR-1
446,chandigarh,2019-11-01,26105.0,27089.0,GSTR-3
447,chandigarh,2019-12-01,25816.0,27106.0,GSTR-1
448,chandigarh,2019-12-01,26216.0,27106.0,GSTR-3
449,chandigarh,2020-01-01,8944.0,9816.0,GSTR-1
450,chandigarh,2020-01-01,26234.0,27154.0,GSTR-3
451,chandigarh,2020-02-01,26261.0,27165.0,GSTR-3
452,chandigarh,2020-03-01,25598.0,27176.0,GSTR-1
453,chandigarh,2020-03-01,26282.0,27176.0,GSTR-3
454,chandigarh,2020-04-01,9480.0,27061.0,GSTR-1
455,chandigarh,2020-04-01,25957.0,27102.0,GSTR-3
456,chandigarh,2020-05-01,9485.0,24413.0,GSTR-1
457,chandigarh,2020-05-01,25898.0,26687.0,GSTR-3
458,chandigarh,2020-06-01,25394.0,26720.0,GSTR-1
459,chandigarh,2020-06-01,25874.0,26720.0,GSTR-3
460,chandigarh,2020-07-01,9542.0,12533.0,GSTR-1
461,chandigarh,2020-07-01,25908.0,26875.0,GSTR-3
462,chandigarh,2020-08-01,9556.0,11962.0,GSTR-1
463,chandigarh,2020-08-01,26021.0,26954.0,GSTR-3
464,chandigarh,2020-09-01,25605.0,27174.0,GSTR-1
465,chandigarh,2020-09-01,26097.0,27174.0,GSTR-3
466,chandigarh,2020-10-01,9602.0,11638.0,GSTR-1
467,chandigarh,2020-10-01,26161.0,27266.0,GSTR-3
468,chandigarh,2020-11-01,9646.0,11277.0,GSTR-1
469,chandigarh,2020-11-01,26236.0,27151.0,GSTR-3
470,chandigarh,2020-12-01,25871.0,26992.0,GSTR-1
471,chandigarh,2020-12-01,26282.0,26992.0,GSTR-3
472,chandigarh,2021-03-01,26100.0,26399.0,GSTR-1
473,chandigarh,2021-03-01,26380.0,26399.0,GSTR-3
474,chandigarh,2021-04-01,14990.0,15343.0,GSTR-1
475,chandigarh,2021-04-01,15201.0,15343.0,GSTR-3
476,chandigarh,2021-05-01,15046.0,15350.0,GSTR-1
477,chandigarh,2021-05-01,15224.0,15350.0,GSTR-3
478,chandigarh,2021-06-01,26036.0,26465.0,GSTR-1
479,chandigarh,2021-06-01,26277.0,26465.0,GSTR-3
480,chandigarh,2021-07-01,15034.0,15442.0,GSTR-1
481,chandigarh,2021-07-01,15199.0,15442.0,GSTR-3
482,chandigarh,2021-08-01,15216.0,15635.0,GSTR-1
483,chandigarh,2021-08-01,15397.0,15635.0,GSTR-3
484,chandigarh,2021-09-01,26301.0,26938.0,GSTR-1
485,chandigarh,2021-09-01,26528.0,26938.0,GSTR-3
486,chandigarh,2021-10-01,15128.0,15617.0,GSTR-1
487,chandigarh,2021-10-01,15276.0,15617.0,GSTR-3
488,chandigarh,2021-11-01,15218.0,15676.0,GSTR-1
489,chandigarh,2021-11-01,15351.0,15676.0,GSTR-3
490,chandigarh,2021-12-01,26416.0,27141.0,GSTR-1
491,chandigarh,2021-12-01,26619.0,27141.0,GSTR-3
492,chandigarh,2022-01-01,15267.0,15761.0,GSTR-1
493,chandigarh,2022-01-01,15380.0,15761.0,GSTR-3
494,chandigarh,2022-02-01,15340.0,15831.0,GSTR-1
495,chandigarh,2022-02-01,15463.0,15831.0,GSTR-3
496,chandigarh,2022-03-01,26269.0,27469.0,GSTR-1
497,chandigarh,2022-03-01,26389.0,27469.0,GSTR-3
498,chandigarh,2022-04-01,15113.0,16166.0,GSTR-1
499,chandigarh,2022-04-01,15190.0,16166.0,GSTR-3
500,chandigarh,2022-05-01,14853.0,16130.0,GSTR-1
501,chandigarh,2022-05-01,14716.0,16130.0,GSTR-3
502,uttarakhand,2017-07-01,75298.0,85370.0,GSTR-1
503,uttarakhand,2017-07-01,81538.0,85370.0,GSTR-3
504,uttarakhand,2017-08-01,25920.0,34516.0,GSTR-1
505,uttarakhand,2017-08-01,88833.0,94845.0,GSTR-3
506,uttarakhand,2017-09-01,87186.0,100078.0,GSTR-1
507,uttarakhand,2017-09-01,93471.0,100078.0,GSTR-3
508,uttarakhand,2017-10-01,26730.0,34094.0,GSTR-1
509,uttarakhand,2017-10-01,87675.0,94880.0,GSTR-3
510,uttarakhand,2017-11-01,27434.0,34556.0,GSTR-1
511,uttarakhand,2017-11-01,89017.0,97711.0,GSTR-3
512,uttarakhand,2017-12-01,87079.0,99756.0,GSTR-1
513,sikkim,2021-03-01,6738.0,7885.0,GSTR-1
514,uttarakhand,2017-12-01,90276.0,99756.0,GSTR-3
515,uttarakhand,2018-01-01,27670.0,35615.0,GSTR-1
516,uttarakhand,2018-01-01,92265.0,102558.0,GSTR-3
517,uttarakhand,2018-02-01,27791.0,36218.0,GSTR-1
518,uttarakhand,2018-02-01,94112.0,105004.0,GSTR-3
519,uttarakhand,2018-03-01,92558.0,107596.0,GSTR-1
520,sikkim,2021-03-01,7126.0,7885.0,GSTR-3
521,uttarakhand,2018-03-01,96361.0,107596.0,GSTR-3
522,uttarakhand,2018-04-01,28173.0,52360.0,GSTR-1
523,uttarakhand,2018-04-01,98416.0,111971.0,GSTR-3
524,uttarakhand,2018-05-01,28496.0,53901.0,GSTR-1
525,uttarakhand,2018-05-01,100650.0,115537.0,GSTR-3
526,uttarakhand,2018-06-01,97980.0,118806.0,GSTR-1
527,haryana,2017-11-01,99644.0,111025.0,GSTR-1
528,uttarakhand,2018-06-01,102407.0,118806.0,GSTR-3
529,uttarakhand,2018-07-01,29063.0,54910.0,GSTR-1
530,uttarakhand,2018-07-01,103904.0,120793.0,GSTR-3
531,uttarakhand,2018-08-01,29189.0,53463.0,GSTR-1
532,uttarakhand,2018-08-01,105331.0,122691.0,GSTR-3
533,uttarakhand,2018-09-01,101971.0,122477.0,GSTR-1
534,sikkim,2017-08-01,1556.0,1843.0,GSTR-1
535,uttarakhand,2018-09-01,106598.0,122477.0,GSTR-3
536,uttarakhand,2018-10-01,29601.0,49944.0,GSTR-1
537,uttarakhand,2018-10-01,107919.0,123042.0,GSTR-3
538,uttarakhand,2018-11-01,29603.0,48590.0,GSTR-1
539,uttarakhand,2018-11-01,107340.0,123517.0,GSTR-3
540,uttarakhand,2018-12-01,104584.0,123658.0,GSTR-1
541,sikkim,2017-08-01,3413.0,3593.0,GSTR-3
542,uttarakhand,2018-12-01,108730.0,123658.0,GSTR-3
543,uttarakhand,2019-01-01,30013.0,44859.0,GSTR-1
544,uttarakhand,2019-01-01,110025.0,124350.0,GSTR-3
545,uttarakhand,2019-02-01,29972.0,44209.0,GSTR-1
546,uttarakhand,2019-02-01,111374.0,126171.0,GSTR-3
547,uttarakhand,2019-03-01,107656.0,128280.0,GSTR-1
548,uttarakhand,2019-03-01,112812.0,128280.0,GSTR-3
549,uttarakhand,2019-04-01,30521.0,63886.0,GSTR-1
550,uttarakhand,2019-04-01,111385.0,128920.0,GSTR-3
551,uttarakhand,2019-05-01,30707.0,59731.0,GSTR-1
552,uttarakhand,2019-05-01,112417.0,128392.0,GSTR-3
553,uttarakhand,2019-06-01,109452.0,129422.0,GSTR-1
554,sikkim,2017-09-01,3410.0,3804.0,GSTR-1
555,uttarakhand,2019-06-01,113146.0,129422.0,GSTR-3
556,uttarakhand,2019-07-01,31130.0,54062.0,GSTR-1
557,uttarakhand,2019-07-01,114398.0,131061.0,GSTR-3
558,uttarakhand,2019-08-01,31386.0,51426.0,GSTR-1
559,uttarakhand,2019-08-01,115367.0,131538.0,GSTR-3
560,uttarakhand,2019-09-01,112606.0,131532.0,GSTR-1
561,sikkim,2017-09-01,3637.0,3804.0,GSTR-3
562,uttarakhand,2019-09-01,116377.0,131532.0,GSTR-3
563,uttarakhand,2019-10-01,31904.0,48183.0,GSTR-1
564,uttarakhand,2019-10-01,117206.0,131053.0,GSTR-3
565,uttarakhand,2019-11-01,32347.0,44607.0,GSTR-1
566,uttarakhand,2019-11-01,118160.0,129677.0,GSTR-3
567,uttarakhand,2019-12-01,114866.0,128458.0,GSTR-1
568,sikkim,2017-10-01,1680.0,1925.0,GSTR-1
569,uttarakhand,2019-12-01,119392.0,128458.0,GSTR-3
570,uttarakhand,2020-01-01,32290.0,43497.0,GSTR-1
571,uttarakhand,2020-01-01,120442.0,129146.0,GSTR-3
572,uttarakhand,2020-02-01,32272.0,42767.0,GSTR-1
573,uttarakhand,2020-02-01,121545.0,130276.0,GSTR-3
574,uttarakhand,2020-03-01,113613.0,131773.0,GSTR-1
575,sikkim,2017-10-01,3580.0,3745.0,GSTR-3
576,uttarakhand,2020-03-01,122022.0,131773.0,GSTR-3
577,uttarakhand,2020-04-01,34411.0,131130.0,GSTR-1
578,uttarakhand,2020-04-01,119553.0,131425.0,GSTR-3
579,uttarakhand,2020-05-01,34612.0,113453.0,GSTR-1
580,uttarakhand,2020-05-01,119795.0,130423.0,GSTR-3
581,uttarakhand,2020-06-01,114442.0,130093.0,GSTR-1
582,uttarakhand,2020-06-01,120936.0,130093.0,GSTR-3
583,uttarakhand,2020-07-01,35410.0,63308.0,GSTR-1
584,uttarakhand,2020-07-01,123008.0,132671.0,GSTR-3
585,uttarakhand,2020-08-01,35745.0,61226.0,GSTR-1
586,uttarakhand,2020-08-01,124675.0,135332.0,GSTR-3
587,uttarakhand,2020-09-01,118788.0,138271.0,GSTR-1
588,sikkim,2017-11-01,1740.0,1983.0,GSTR-1
589,uttarakhand,2020-09-01,126135.0,138271.0,GSTR-3
590,uttarakhand,2020-10-01,36704.0,55999.0,GSTR-1
591,uttarakhand,2020-10-01,128117.0,140605.0,GSTR-3
592,uttarakhand,2020-11-01,37165.0,53588.0,GSTR-1
593,uttarakhand,2020-11-01,129669.0,141075.0,GSTR-3
594,uttarakhand,2020-12-01,123554.0,140248.0,GSTR-1
595,uttarakhand,2020-12-01,131087.0,140248.0,GSTR-3
596,uttarakhand,2021-01-01,58801.0,71286.0,GSTR-1
597,uttarakhand,2021-01-01,63437.0,71169.0,GSTR-3
598,uttarakhand,2021-02-01,60489.0,69175.0,GSTR-1
599,uttarakhand,2021-02-01,65051.0,69125.0,GSTR-3
600,uttarakhand,2021-03-01,127709.0,138667.0,GSTR-1
601,uttarakhand,2021-03-01,134338.0,138667.0,GSTR-3
602,uttarakhand,2021-04-01,71202.0,78917.0,GSTR-1
603,uttarakhand,2021-04-01,74578.0,78917.0,GSTR-3
604,uttarakhand,2021-05-01,71165.0,78856.0,GSTR-1
605,uttarakhand,2021-05-01,74339.0,78856.0,GSTR-3
606,uttarakhand,2021-06-01,128544.0,139510.0,GSTR-1
607,sikkim,2017-11-01,3676.0,3884.0,GSTR-3
608,uttarakhand,2021-06-01,134069.0,139510.0,GSTR-3
609,uttarakhand,2021-07-01,71012.0,78838.0,GSTR-1
610,uttarakhand,2021-07-01,73966.0,78838.0,GSTR-3
611,uttarakhand,2021-08-01,72586.0,80553.0,GSTR-1
612,uttarakhand,2021-08-01,75808.0,80553.0,GSTR-3
613,uttarakhand,2021-09-01,131853.0,144082.0,GSTR-1
614,uttarakhand,2021-09-01,137776.0,144082.0,GSTR-3
615,uttarakhand,2021-10-01,71496.0,79635.0,GSTR-1
616,uttarakhand,2021-10-01,74413.0,79635.0,GSTR-3
617,uttarakhand,2021-11-01,72952.0,81274.0,GSTR-1
618,uttarakhand,2021-11-01,75729.0,81274.0,GSTR-3
619,uttarakhand,2021-12-01,134592.0,148266.0,GSTR-1
620,uttarakhand,2021-12-01,140075.0,148266.0,GSTR-3
621,uttarakhand,2022-01-01,72662.0,81291.0,GSTR-1
622,uttarakhand,2022-01-01,75293.0,81291.0,GSTR-3
623,uttarakhand,2022-02-01,73415.0,82359.0,GSTR-1
624,uttarakhand,2022-02-01,76070.0,82359.0,GSTR-3
625,uttarakhand,2022-03-01,132981.0,151377.0,GSTR-1
626,uttarakhand,2022-03-01,138587.0,151377.0,GSTR-3
627,uttarakhand,2022-04-01,71314.0,82800.0,GSTR-1
628,uttarakhand,2022-04-01,73579.0,82800.0,GSTR-3
629,uttarakhand,2022-05-01,70025.0,84757.0,GSTR-1
630,uttarakhand,2022-05-01,71112.0,84757.0,GSTR-3
631,haryana,2017-07-01,249613.0,260418.0,GSTR-1
632,sikkim,2017-12-01,3606.0,4003.0,GSTR-1
633,haryana,2017-07-01,257205.0,260418.0,GSTR-3
634,haryana,2017-08-01,93898.0,106224.0,GSTR-1
635,haryana,2017-08-01,281179.0,286641.0,GSTR-3
636,haryana,2017-09-01,286519.0,302837.0,GSTR-1
637,haryana,2017-09-01,296413.0,302837.0,GSTR-3
638,haryana,2017-10-01,98059.0,109560.0,GSTR-1
639,haryana,2017-10-01,296800.0,306332.0,GSTR-3
640,haryana,2017-11-01,301611.0,314476.0,GSTR-3
641,haryana,2017-12-01,302878.0,321480.0,GSTR-1
642,haryana,2017-12-01,306675.0,321480.0,GSTR-3
643,haryana,2018-01-01,101203.0,113833.0,GSTR-1
644,haryana,2018-01-01,313294.0,329345.0,GSTR-3
645,haryana,2018-02-01,102050.0,115406.0,GSTR-1
646,sikkim,2017-12-01,3754.0,4003.0,GSTR-3
647,haryana,2018-02-01,320079.0,337143.0,GSTR-3
648,haryana,2018-03-01,321086.0,343982.0,GSTR-1
649,haryana,2018-03-01,326081.0,343982.0,GSTR-3
650,haryana,2018-04-01,107556.0,155733.0,GSTR-1
651,haryana,2018-04-01,331531.0,360761.0,GSTR-3
652,haryana,2018-05-01,108676.0,161212.0,GSTR-1
653,sikkim,2018-01-01,1787.0,2072.0,GSTR-1
654,haryana,2018-05-01,338891.0,372922.0,GSTR-3
655,haryana,2018-06-01,338364.0,381930.0,GSTR-1
656,haryana,2018-06-01,344166.0,381930.0,GSTR-3
657,haryana,2018-07-01,110480.0,166252.0,GSTR-1
658,haryana,2018-07-01,348509.0,389114.0,GSTR-3
659,haryana,2018-08-01,111107.0,165152.0,GSTR-1
660,sikkim,2018-01-01,3842.0,4104.0,GSTR-3
661,haryana,2018-08-01,353779.0,396878.0,GSTR-3
662,haryana,2018-09-01,351385.0,399083.0,GSTR-1
663,haryana,2018-09-01,358216.0,399083.0,GSTR-3
664,haryana,2018-10-01,112544.0,161513.0,GSTR-1
665,haryana,2018-10-01,362232.0,405863.0,GSTR-3
666,haryana,2018-11-01,112919.0,160836.0,GSTR-1
667,sikkim,2018-02-01,1814.0,2145.0,GSTR-1
668,haryana,2018-11-01,363143.0,411169.0,GSTR-3
669,haryana,2018-12-01,362305.0,416803.0,GSTR-1
670,haryana,2018-12-01,367558.0,416803.0,GSTR-3
671,haryana,2019-01-01,114071.0,155966.0,GSTR-1
672,haryana,2019-01-01,369467.0,418669.0,GSTR-3
673,haryana,2019-02-01,114153.0,151260.0,GSTR-1
674,haryana,2019-02-01,371987.0,419885.0,GSTR-3
675,haryana,2019-03-01,367352.0,421476.0,GSTR-1
676,haryana,2019-03-01,374785.0,421476.0,GSTR-3
677,haryana,2019-04-01,118548.0,201278.0,GSTR-1
678,haryana,2019-04-01,373640.0,422912.0,GSTR-3
679,haryana,2019-05-01,118901.0,192033.0,GSTR-1
680,sikkim,2018-02-01,3973.0,4277.0,GSTR-3
681,haryana,2019-05-01,375794.0,423730.0,GSTR-3
682,haryana,2019-06-01,370633.0,423764.0,GSTR-1
683,haryana,2019-06-01,376497.0,423764.0,GSTR-3
684,haryana,2019-07-01,119907.0,173026.0,GSTR-1
685,haryana,2019-07-01,378312.0,424544.0,GSTR-3
686,haryana,2019-08-01,120502.0,166832.0,GSTR-1
687,sikkim,2018-03-01,3943.0,4449.0,GSTR-1
688,haryana,2019-08-01,380043.0,425499.0,GSTR-3
689,haryana,2019-09-01,377250.0,423483.0,GSTR-1
690,haryana,2019-09-01,382700.0,423483.0,GSTR-3
691,haryana,2019-10-01,121624.0,160277.0,GSTR-1
692,haryana,2019-10-01,384772.0,424856.0,GSTR-3
693,haryana,2019-11-01,122965.0,154903.0,GSTR-1
694,sikkim,2018-03-01,4122.0,4449.0,GSTR-3
695,haryana,2019-11-01,387551.0,424839.0,GSTR-3
696,haryana,2019-12-01,383485.0,424443.0,GSTR-1
697,haryana,2019-12-01,389956.0,424443.0,GSTR-3
698,haryana,2020-01-01,123589.0,153606.0,GSTR-1
699,haryana,2020-01-01,391160.0,424329.0,GSTR-3
700,haryana,2020-02-01,123507.0,146565.0,GSTR-1
701,haryana,2020-02-01,393612.0,421659.0,GSTR-3
702,haryana,2020-03-01,382469.0,423351.0,GSTR-1
703,haryana,2020-03-01,393961.0,423351.0,GSTR-3
704,haryana,2020-04-01,137514.0,422507.0,GSTR-1
705,haryana,2020-04-01,388514.0,423209.0,GSTR-3
706,haryana,2020-05-01,138008.0,384273.0,GSTR-1
707,sikkim,2018-04-01,2068.0,2909.0,GSTR-1
708,haryana,2020-05-01,388892.0,421109.0,GSTR-3
709,haryana,2020-06-01,382979.0,424733.0,GSTR-1
710,haryana,2020-06-01,391513.0,424733.0,GSTR-3
711,haryana,2020-07-01,140729.0,216203.0,GSTR-1
712,haryana,2020-07-01,396431.0,432397.0,GSTR-3
713,haryana,2020-08-01,142278.0,208829.0,GSTR-1
714,sikkim,2018-04-01,4316.0,4627.0,GSTR-3
715,haryana,2020-08-01,403043.0,439116.0,GSTR-3
716,haryana,2020-09-01,398125.0,444211.0,GSTR-1
717,haryana,2020-09-01,406900.0,444211.0,GSTR-3
718,haryana,2020-10-01,144296.0,197957.0,GSTR-1
719,haryana,2020-10-01,412129.0,451674.0,GSTR-3
720,haryana,2020-11-01,146069.0,192342.0,GSTR-1
721,sikkim,2018-05-01,2112.0,3013.0,GSTR-1
722,haryana,2020-11-01,416011.0,454057.0,GSTR-3
723,haryana,2020-12-01,411764.0,454238.0,GSTR-1
724,haryana,2020-12-01,418735.0,454238.0,GSTR-3
725,haryana,2021-01-01,200644.0,236575.0,GSTR-1
726,haryana,2021-01-01,207475.0,236480.0,GSTR-3
727,haryana,2021-02-01,204988.0,231251.0,GSTR-1
728,haryana,2021-02-01,211163.0,230595.0,GSTR-3
729,haryana,2021-03-01,416490.0,438177.0,GSTR-1
730,haryana,2021-03-01,421289.0,438177.0,GSTR-3
731,haryana,2021-04-01,235191.0,255914.0,GSTR-1
732,haryana,2021-04-01,238801.0,255914.0,GSTR-3
733,haryana,2021-05-01,235249.0,256165.0,GSTR-1
734,sikkim,2018-05-01,4456.0,4804.0,GSTR-3
735,haryana,2021-05-01,238360.0,256165.0,GSTR-3
736,haryana,2021-06-01,415927.0,440788.0,GSTR-1
737,haryana,2021-06-01,419590.0,440788.0,GSTR-3
738,haryana,2021-07-01,237899.0,256617.0,GSTR-1
739,haryana,2021-07-01,240783.0,256617.0,GSTR-3
740,haryana,2021-08-01,242586.0,263426.0,GSTR-1
741,sikkim,2018-06-01,4342.0,5002.0,GSTR-1
742,haryana,2021-08-01,245775.0,263426.0,GSTR-3
743,haryana,2021-09-01,426841.0,454446.0,GSTR-1
744,haryana,2021-09-01,430945.0,454446.0,GSTR-3
745,haryana,2021-10-01,240314.0,261808.0,GSTR-1
746,haryana,2021-10-01,243482.0,261808.0,GSTR-3
747,haryana,2021-11-01,243886.0,265773.0,GSTR-1
748,sikkim,2018-06-01,4569.0,5002.0,GSTR-3
749,haryana,2021-11-01,246624.0,265773.0,GSTR-3
750,haryana,2021-12-01,434511.0,464263.0,GSTR-1
751,haryana,2021-12-01,438075.0,464263.0,GSTR-3
752,haryana,2022-01-01,244429.0,264802.0,GSTR-1
753,haryana,2022-01-01,247303.0,264802.0,GSTR-3
754,haryana,2022-02-01,248265.0,267720.0,GSTR-1
755,haryana,2022-02-01,250850.0,267720.0,GSTR-3
756,haryana,2022-03-01,435684.0,469904.0,GSTR-1
757,haryana,2022-03-01,437764.0,469904.0,GSTR-3
758,haryana,2022-04-01,245332.0,272326.0,GSTR-1
759,haryana,2022-04-01,246760.0,272326.0,GSTR-3
760,haryana,2022-05-01,242707.0,273855.0,GSTR-1
761,sikkim,2018-07-01,2199.0,3181.0,GSTR-1
762,haryana,2022-05-01,239354.0,273855.0,GSTR-3
763,delhi,2017-07-01,433106.0,442968.0,GSTR-1
764,delhi,2017-07-01,448546.0,442968.0,GSTR-3
765,delhi,2017-08-01,139286.0,156654.0,GSTR-1
766,delhi,2017-08-01,491700.0,492379.0,GSTR-3
767,delhi,2017-09-01,498158.0,521051.0,GSTR-1
768,sikkim,2018-07-01,4699.0,5165.0,GSTR-3
769,delhi,2017-09-01,516634.0,521051.0,GSTR-3
770,delhi,2017-10-01,145519.0,164695.0,GSTR-1
771,delhi,2017-10-01,520070.0,532973.0,GSTR-3
772,delhi,2017-11-01,147858.0,167887.0,GSTR-1
773,delhi,2017-11-01,526551.0,546473.0,GSTR-3
774,delhi,2017-12-01,526571.0,558644.0,GSTR-1
775,sikkim,2018-08-01,2262.0,3269.0,GSTR-1
776,delhi,2017-12-01,533796.0,558644.0,GSTR-3
777,delhi,2018-01-01,150013.0,173388.0,GSTR-1
778,delhi,2018-01-01,542207.0,570701.0,GSTR-3
779,delhi,2018-02-01,151166.0,176069.0,GSTR-1
780,delhi,2018-02-01,551030.0,582444.0,GSTR-3
781,delhi,2018-03-01,549028.0,592372.0,GSTR-1
782,sikkim,2018-08-01,4891.0,5413.0,GSTR-3
783,delhi,2018-03-01,558331.0,592372.0,GSTR-3
784,delhi,2018-04-01,152330.0,255883.0,GSTR-1
785,delhi,2018-04-01,562791.0,623319.0,GSTR-3
786,delhi,2018-05-01,153982.0,262865.0,GSTR-1
787,delhi,2018-05-01,571605.0,639783.0,GSTR-3
788,delhi,2018-06-01,568608.0,653936.0,GSTR-1
789,sikkim,2018-09-01,4757.0,5567.0,GSTR-1
790,delhi,2018-06-01,579313.0,653936.0,GSTR-3
791,delhi,2018-07-01,156768.0,269332.0,GSTR-1
792,delhi,2018-07-01,585108.0,665507.0,GSTR-3
793,delhi,2018-08-01,157866.0,268583.0,GSTR-1
794,delhi,2018-08-01,591632.0,676767.0,GSTR-3
795,delhi,2018-09-01,584904.0,674957.0,GSTR-1
796,sikkim,2018-09-01,5048.0,5567.0,GSTR-3
797,delhi,2018-09-01,596961.0,674957.0,GSTR-3
798,delhi,2018-10-01,160125.0,255869.0,GSTR-1
799,delhi,2018-10-01,601626.0,682591.0,GSTR-3
800,delhi,2018-11-01,160637.0,254489.0,GSTR-1
801,delhi,2018-11-01,599380.0,691377.0,GSTR-3
802,delhi,2018-12-01,596223.0,700345.0,GSTR-1
803,delhi,2018-12-01,603922.0,700345.0,GSTR-3
804,delhi,2019-01-01,162407.0,252487.0,GSTR-1
805,delhi,2019-01-01,607881.0,710945.0,GSTR-3
806,delhi,2019-02-01,162873.0,250214.0,GSTR-1
807,delhi,2019-02-01,612068.0,719691.0,GSTR-3
808,delhi,2019-03-01,605086.0,730364.0,GSTR-1
809,sikkim,2018-10-01,2399.0,3411.0,GSTR-1
810,delhi,2019-03-01,616938.0,730364.0,GSTR-3
811,delhi,2019-04-01,169357.0,364482.0,GSTR-1
812,delhi,2019-04-01,615889.0,740341.0,GSTR-3
813,delhi,2019-05-01,170406.0,355644.0,GSTR-1
814,delhi,2019-05-01,621639.0,752005.0,GSTR-3
815,delhi,2019-06-01,616410.0,759157.0,GSTR-1
816,sikkim,2018-10-01,5236.0,5796.0,GSTR-3
817,delhi,2019-06-01,625419.0,759157.0,GSTR-3
818,delhi,2019-07-01,172896.0,323034.0,GSTR-1
819,delhi,2019-07-01,630285.0,765931.0,GSTR-3
820,delhi,2019-08-01,173883.0,309950.0,GSTR-1
821,delhi,2019-08-01,634013.0,767326.0,GSTR-3
822,delhi,2019-09-01,628970.0,766277.0,GSTR-1
823,sikkim,2018-11-01,2414.0,3485.0,GSTR-1
824,delhi,2019-09-01,638139.0,766277.0,GSTR-3
825,delhi,2019-10-01,176466.0,285320.0,GSTR-1
826,delhi,2019-10-01,642032.0,757603.0,GSTR-3
827,delhi,2019-11-01,178757.0,274081.0,GSTR-1
828,delhi,2019-11-01,646164.0,756133.0,GSTR-3
829,delhi,2019-12-01,639174.0,746559.0,GSTR-1
830,delhi,2019-12-01,651169.0,746559.0,GSTR-3
831,delhi,2020-01-01,180150.0,253369.0,GSTR-1
832,delhi,2020-01-01,654593.0,745423.0,GSTR-3
833,delhi,2020-02-01,180848.0,251087.0,GSTR-1
834,delhi,2020-02-01,657293.0,750648.0,GSTR-3
835,delhi,2020-03-01,632827.0,752110.0,GSTR-1
836,sikkim,2018-11-01,5375.0,6001.0,GSTR-3
837,delhi,2020-03-01,653823.0,752110.0,GSTR-3
838,delhi,2020-04-01,203522.0,749164.0,GSTR-1
839,delhi,2020-04-01,643501.0,750773.0,GSTR-3
840,delhi,2020-05-01,203525.0,684312.0,GSTR-1
841,delhi,2020-05-01,641816.0,738386.0,GSTR-3
842,delhi,2020-06-01,629207.0,735720.0,GSTR-1
843,sikkim,2018-12-01,5156.0,6197.0,GSTR-1
844,delhi,2020-06-01,644919.0,735720.0,GSTR-3
845,delhi,2020-07-01,207899.0,377107.0,GSTR-1
846,delhi,2020-07-01,649900.0,744442.0,GSTR-3
847,delhi,2020-08-01,210160.0,358920.0,GSTR-1
848,delhi,2020-08-01,658359.0,756644.0,GSTR-3
849,delhi,2020-09-01,648034.0,764172.0,GSTR-1
850,sikkim,2018-12-01,5523.0,6197.0,GSTR-3
851,delhi,2020-09-01,663530.0,764172.0,GSTR-3
852,delhi,2020-10-01,213685.0,333237.0,GSTR-1
853,delhi,2020-10-01,671476.0,777864.0,GSTR-3
854,delhi,2020-11-01,217086.0,323065.0,GSTR-1
855,delhi,2020-11-01,677235.0,781370.0,GSTR-3
856,delhi,2020-12-01,669205.0,767321.0,GSTR-1
857,delhi,2020-12-01,681223.0,767321.0,GSTR-3
858,delhi,2021-01-01,306420.0,376806.0,GSTR-1
859,delhi,2021-01-01,318053.0,376545.0,GSTR-3
860,delhi,2021-02-01,311379.0,362361.0,GSTR-1
861,delhi,2021-02-01,321276.0,362039.0,GSTR-3
862,delhi,2021-03-01,673290.0,717401.0,GSTR-1
863,sikkim,2019-01-01,2530.0,3623.0,GSTR-1
864,delhi,2021-03-01,680658.0,717401.0,GSTR-3
865,delhi,2021-04-01,365285.0,406536.0,GSTR-1
866,delhi,2021-04-01,371942.0,406536.0,GSTR-3
867,delhi,2021-05-01,363539.0,404491.0,GSTR-1
868,delhi,2021-05-01,368909.0,404491.0,GSTR-3
869,delhi,2021-06-01,669116.0,718779.0,GSTR-1
870,sikkim,2019-01-01,5636.0,6390.0,GSTR-3
