Country,State,State lgd code,Year,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration_avg,Payer eligible for gst ( goods and service tax ) registration_max,Payer eligible for gst ( goods and service tax ) registration_min,Payer eligible for gst ( goods and service tax ) registration_sum,Payer eligible for gst ( goods and service tax ) registration_count,Payer eligible for gst ( goods and service tax ) registration_stddev,Payer eligible for gst ( goods and service tax ) registration_LandAreaWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationWeight,Payer eligible for gst ( goods and service tax ) registration_NumberOfHouseholdsWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationMaleWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered before due date_avg,Gst ( goods and service tax ) payers registered before due date_max,Gst ( goods and service tax ) payers registered before due date_min,Gst ( goods and service tax ) payers registered before due date_sum,Gst ( goods and service tax ) payers registered before due date_count,Gst ( goods and service tax ) payers registered before due date_stddev,Gst ( goods and service tax ) payers registered before due date_LandAreaWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered before due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered after due date_avg,Gst ( goods and service tax ) payers registered after due date_max,Gst ( goods and service tax ) payers registered after due date_min,Gst ( goods and service tax ) payers registered after due date_sum,Gst ( goods and service tax ) payers registered after due date_count,Gst ( goods and service tax ) payers registered after due date_stddev,Gst ( goods and service tax ) payers registered after due date_LandAreaWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered after due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationFemaleWeight
India,Kerala,32,"Financial Year (Apr - Mar), 2019","August, 2019",GSTR-3,300746.0,300746.0,300746.0,300746.0,1,,300746.0,300746.0,300746.0,300746.0,300746.0,159523.0,159523.0,159523.0,159523.0,1,,159523.0,159523.0,159523.0,159523.0,159523.0,111996.0,111996.0,111996.0,111996.0,1,,111996.0,111996.0,111996.0,111996.0,111996.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","September, 2019",GSTR-1,301836.0,301836.0,301836.0,301836.0,1,,301836.0,301836.0,301836.0,301836.0,301836.0,82599.0,82599.0,82599.0,82599.0,1,,82599.0,82599.0,82599.0,82599.0,82599.0,185107.0,185107.0,185107.0,185107.0,1,,185107.0,185107.0,185107.0,185107.0,185107.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","September, 2019",GSTR-3,301836.0,301836.0,301836.0,301836.0,1,,301836.0,301836.0,301836.0,301836.0,301836.0,149988.0,149988.0,149988.0,149988.0,1,,149988.0,149988.0,149988.0,149988.0,149988.0,122894.0,122894.0,122894.0,122894.0,1,,122894.0,122894.0,122894.0,122894.0,122894.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","October, 2019",GSTR-1,184754.0,184754.0,184754.0,184754.0,1,,184754.0,184754.0,184754.0,184754.0,184754.0,36570.0,36570.0,36570.0,36570.0,1,,36570.0,36570.0,36570.0,36570.0,36570.0,115273.0,115273.0,115273.0,115273.0,1,,115273.0,115273.0,115273.0,115273.0,115273.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","October, 2019",GSTR-3,303421.0,303421.0,303421.0,303421.0,1,,303421.0,303421.0,303421.0,303421.0,303421.0,170691.0,170691.0,170691.0,170691.0,1,,170691.0,170691.0,170691.0,170691.0,170691.0,104364.0,104364.0,104364.0,104364.0,1,,104364.0,104364.0,104364.0,104364.0,104364.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","November, 2019",GSTR-1,180486.0,180486.0,180486.0,180486.0,1,,180486.0,180486.0,180486.0,180486.0,180486.0,55426.0,55426.0,55426.0,55426.0,1,,55426.0,55426.0,55426.0,55426.0,55426.0,98081.0,98081.0,98081.0,98081.0,1,,98081.0,98081.0,98081.0,98081.0,98081.0
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2017","July, 2017",GSTR-3,2489.0,2489.0,2489.0,2489.0,1,,2489.0,2489.0,2489.0,2489.0,2489.0,703.0,703.0,703.0,703.0,1,,703.0,703.0,703.0,703.0,703.0,1469.0,1469.0,1469.0,1469.0,1,,1469.0,1469.0,1469.0,1469.0,1469.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","November, 2019",GSTR-3,303850.0,303850.0,303850.0,303850.0,1,,303850.0,303850.0,303850.0,303850.0,303850.0,214813.0,214813.0,214813.0,214813.0,1,,214813.0,214813.0,214813.0,214813.0,214813.0,62492.0,62492.0,62492.0,62492.0,1,,62492.0,62492.0,62492.0,62492.0,62492.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","December, 2019",GSTR-1,302709.0,302709.0,302709.0,302709.0,1,,302709.0,302709.0,302709.0,302709.0,302709.0,160850.0,160850.0,160850.0,160850.0,1,,160850.0,160850.0,160850.0,160850.0,160850.0,111406.0,111406.0,111406.0,111406.0,1,,111406.0,111406.0,111406.0,111406.0,111406.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","December, 2019",GSTR-3,302709.0,302709.0,302709.0,302709.0,1,,302709.0,302709.0,302709.0,302709.0,302709.0,172320.0,172320.0,172320.0,172320.0,1,,172320.0,172320.0,172320.0,172320.0,172320.0,106838.0,106838.0,106838.0,106838.0,1,,106838.0,106838.0,106838.0,106838.0,106838.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","January, 2020",GSTR-1,175450.0,175450.0,175450.0,175450.0,1,,175450.0,175450.0,175450.0,175450.0,175450.0,76635.0,76635.0,76635.0,76635.0,1,,76635.0,76635.0,76635.0,76635.0,76635.0,77778.0,77778.0,77778.0,77778.0,1,,77778.0,77778.0,77778.0,77778.0,77778.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","January, 2020",GSTR-3,301724.0,301724.0,301724.0,301724.0,1,,301724.0,301724.0,301724.0,301724.0,301724.0,210240.0,210240.0,210240.0,210240.0,1,,210240.0,210240.0,210240.0,210240.0,210240.0,70329.0,70329.0,70329.0,70329.0,1,,70329.0,70329.0,70329.0,70329.0,70329.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","February, 2020",GSTR-1,174499.0,174499.0,174499.0,174499.0,1,,174499.0,174499.0,174499.0,174499.0,174499.0,118780.0,118780.0,118780.0,118780.0,1,,118780.0,118780.0,118780.0,118780.0,118780.0,35773.0,35773.0,35773.0,35773.0,1,,35773.0,35773.0,35773.0,35773.0,35773.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","February, 2020",GSTR-3,302553.0,302553.0,302553.0,302553.0,1,,302553.0,302553.0,302553.0,302553.0,302553.0,198695.0,198695.0,198695.0,198695.0,1,,198695.0,198695.0,198695.0,198695.0,198695.0,83441.0,83441.0,83441.0,83441.0,1,,83441.0,83441.0,83441.0,83441.0,83441.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","March, 2020",GSTR-1,304085.0,304085.0,304085.0,304085.0,1,,304085.0,304085.0,304085.0,304085.0,304085.0,189686.0,189686.0,189686.0,189686.0,1,,189686.0,189686.0,189686.0,189686.0,189686.0,81566.0,81566.0,81566.0,81566.0,1,,81566.0,81566.0,81566.0,81566.0,81566.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019","March, 2020",GSTR-3,304085.0,304085.0,304085.0,304085.0,1,,304085.0,304085.0,304085.0,304085.0,304085.0,11285.0,11285.0,11285.0,11285.0,1,,11285.0,11285.0,11285.0,11285.0,11285.0,272054.0,272054.0,272054.0,272054.0,1,,272054.0,272054.0,272054.0,272054.0,272054.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-1,303334.0,303334.0,303334.0,303334.0,1,,303334.0,303334.0,303334.0,303334.0,303334.0,115921.0,115921.0,115921.0,115921.0,1,,115921.0,115921.0,115921.0,115921.0,115921.0,57236.0,57236.0,57236.0,57236.0,1,,57236.0,57236.0,57236.0,57236.0,57236.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-3,303568.0,303568.0,303568.0,303568.0,1,,303568.0,303568.0,303568.0,303568.0,303568.0,23755.0,23755.0,23755.0,23755.0,1,,23755.0,23755.0,23755.0,23755.0,23755.0,254411.0,254411.0,254411.0,254411.0,1,,254411.0,254411.0,254411.0,254411.0,254411.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-1,287028.0,287028.0,287028.0,287028.0,1,,287028.0,287028.0,287028.0,287028.0,287028.0,101692.0,101692.0,101692.0,101692.0,1,,101692.0,101692.0,101692.0,101692.0,101692.0,72147.0,72147.0,72147.0,72147.0,1,,72147.0,72147.0,72147.0,72147.0,72147.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2018","January, 2019",GSTR-1,14203.0,14203.0,14203.0,14203.0,1,,14203.0,14203.0,14203.0,14203.0,14203.0,3593.0,3593.0,3593.0,3593.0,1,,3593.0,3593.0,3593.0,3593.0,3593.0,7335.0,7335.0,7335.0,7335.0,1,,7335.0,7335.0,7335.0,7335.0,7335.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-3,301693.0,301693.0,301693.0,301693.0,1,,301693.0,301693.0,301693.0,301693.0,301693.0,52624.0,52624.0,52624.0,52624.0,1,,52624.0,52624.0,52624.0,52624.0,52624.0,225826.0,225826.0,225826.0,225826.0,1,,225826.0,225826.0,225826.0,225826.0,225826.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-1,303033.0,303033.0,303033.0,303033.0,1,,303033.0,303033.0,303033.0,303033.0,303033.0,106886.0,106886.0,106886.0,106886.0,1,,106886.0,106886.0,106886.0,106886.0,106886.0,164605.0,164605.0,164605.0,164605.0,1,,164605.0,164605.0,164605.0,164605.0,164605.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-3,303033.0,303033.0,303033.0,303033.0,1,,303033.0,303033.0,303033.0,303033.0,303033.0,73185.0,73185.0,73185.0,73185.0,1,,73185.0,73185.0,73185.0,73185.0,73185.0,207159.0,207159.0,207159.0,207159.0,1,,207159.0,207159.0,207159.0,207159.0,207159.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-1,226941.0,226941.0,226941.0,226941.0,1,,226941.0,226941.0,226941.0,226941.0,226941.0,26862.0,26862.0,26862.0,26862.0,1,,26862.0,26862.0,26862.0,26862.0,26862.0,149895.0,149895.0,149895.0,149895.0,1,,149895.0,149895.0,149895.0,149895.0,149895.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-3,305881.0,305881.0,305881.0,305881.0,1,,305881.0,305881.0,305881.0,305881.0,305881.0,81296.0,81296.0,81296.0,81296.0,1,,81296.0,81296.0,81296.0,81296.0,81296.0,201132.0,201132.0,201132.0,201132.0,1,,201132.0,201132.0,201132.0,201132.0,201132.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-1,224663.0,224663.0,224663.0,224663.0,1,,224663.0,224663.0,224663.0,224663.0,224663.0,47725.0,47725.0,47725.0,47725.0,1,,47725.0,47725.0,47725.0,47725.0,47725.0,131306.0,131306.0,131306.0,131306.0,1,,131306.0,131306.0,131306.0,131306.0,131306.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2019","May, 2019",GSTR-1,16070.0,16070.0,16070.0,16070.0,1,,16070.0,16070.0,16070.0,16070.0,16070.0,3416.0,3416.0,3416.0,3416.0,1,,3416.0,3416.0,3416.0,3416.0,3416.0,8130.0,8130.0,8130.0,8130.0,1,,8130.0,8130.0,8130.0,8130.0,8130.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-3,309941.0,309941.0,309941.0,309941.0,1,,309941.0,309941.0,309941.0,309941.0,309941.0,123817.0,123817.0,123817.0,123817.0,1,,123817.0,123817.0,123817.0,123817.0,123817.0,161938.0,161938.0,161938.0,161938.0,1,,161938.0,161938.0,161938.0,161938.0,161938.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","September, 2020",GSTR-1,313197.0,313197.0,313197.0,313197.0,1,,313197.0,313197.0,313197.0,313197.0,313197.0,193286.0,193286.0,193286.0,193286.0,1,,193286.0,193286.0,193286.0,193286.0,193286.0,85406.0,85406.0,85406.0,85406.0,1,,85406.0,85406.0,85406.0,85406.0,85406.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","September, 2020",GSTR-3,313197.0,313197.0,313197.0,313197.0,1,,313197.0,313197.0,313197.0,313197.0,313197.0,180079.0,180079.0,180079.0,180079.0,1,,180079.0,180079.0,180079.0,180079.0,180079.0,107832.0,107832.0,107832.0,107832.0,1,,107832.0,107832.0,107832.0,107832.0,107832.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","October, 2020",GSTR-1,217708.0,217708.0,217708.0,217708.0,1,,217708.0,217708.0,217708.0,217708.0,217708.0,92423.0,92423.0,92423.0,92423.0,1,,92423.0,92423.0,92423.0,92423.0,92423.0,91142.0,91142.0,91142.0,91142.0,1,,91142.0,91142.0,91142.0,91142.0,91142.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","October, 2020",GSTR-3,316872.0,316872.0,316872.0,316872.0,1,,316872.0,316872.0,316872.0,316872.0,316872.0,197900.0,197900.0,197900.0,197900.0,1,,197900.0,197900.0,197900.0,197900.0,197900.0,92951.0,92951.0,92951.0,92951.0,1,,92951.0,92951.0,92951.0,92951.0,92951.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","November, 2020",GSTR-1,217966.0,217966.0,217966.0,217966.0,1,,217966.0,217966.0,217966.0,217966.0,217966.0,98893.0,98893.0,98893.0,98893.0,1,,98893.0,98893.0,98893.0,98893.0,98893.0,87701.0,87701.0,87701.0,87701.0,1,,87701.0,87701.0,87701.0,87701.0,87701.0
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-1,2208.0,2208.0,2208.0,2208.0,1,,2208.0,2208.0,2208.0,2208.0,2208.0,1088.0,1088.0,1088.0,1088.0,1,,1088.0,1088.0,1088.0,1088.0,1088.0,385.0,385.0,385.0,385.0,1,,385.0,385.0,385.0,385.0,385.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","November, 2020",GSTR-3,319591.0,319591.0,319591.0,319591.0,1,,319591.0,319591.0,319591.0,319591.0,319591.0,209513.0,209513.0,209513.0,209513.0,1,,209513.0,209513.0,209513.0,209513.0,209513.0,85023.0,85023.0,85023.0,85023.0,1,,85023.0,85023.0,85023.0,85023.0,85023.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","December, 2020",GSTR-1,320883.0,320883.0,320883.0,320883.0,1,,320883.0,320883.0,320883.0,320883.0,320883.0,236812.0,236812.0,236812.0,236812.0,1,,236812.0,236812.0,236812.0,236812.0,236812.0,52096.0,52096.0,52096.0,52096.0,1,,52096.0,52096.0,52096.0,52096.0,52096.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","December, 2020",GSTR-3,320883.0,320883.0,320883.0,320883.0,1,,320883.0,320883.0,320883.0,320883.0,320883.0,228047.0,228047.0,228047.0,228047.0,1,,228047.0,228047.0,228047.0,228047.0,228047.0,69621.0,69621.0,69621.0,69621.0,1,,69621.0,69621.0,69621.0,69621.0,69621.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","January, 2021",GSTR-1,237287.0,237287.0,237287.0,237287.0,1,,237287.0,237287.0,237287.0,237287.0,237287.0,108630.0,108630.0,108630.0,108630.0,1,,108630.0,108630.0,108630.0,108630.0,108630.0,102594.0,102594.0,102594.0,102594.0,1,,102594.0,102594.0,102594.0,102594.0,102594.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","January, 2021",GSTR-3,237285.0,237285.0,237285.0,237285.0,1,,237285.0,237285.0,237285.0,237285.0,237285.0,145562.0,145562.0,145562.0,145562.0,1,,145562.0,145562.0,145562.0,145562.0,145562.0,72318.0,72318.0,72318.0,72318.0,1,,72318.0,72318.0,72318.0,72318.0,72318.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","February, 2021",GSTR-1,231690.0,231690.0,231690.0,231690.0,1,,231690.0,231690.0,231690.0,231690.0,231690.0,114882.0,114882.0,114882.0,114882.0,1,,114882.0,114882.0,114882.0,114882.0,114882.0,98884.0,98884.0,98884.0,98884.0,1,,98884.0,98884.0,98884.0,98884.0,98884.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","February, 2021",GSTR-3,231667.0,231667.0,231667.0,231667.0,1,,231667.0,231667.0,231667.0,231667.0,231667.0,145562.0,145562.0,145562.0,145562.0,1,,145562.0,145562.0,145562.0,145562.0,145562.0,74766.0,74766.0,74766.0,74766.0,1,,74766.0,74766.0,74766.0,74766.0,74766.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","March, 2021",GSTR-1,314391.0,314391.0,314391.0,314391.0,1,,314391.0,314391.0,314391.0,314391.0,314391.0,151488.0,151488.0,151488.0,151488.0,1,,151488.0,151488.0,151488.0,151488.0,151488.0,145021.0,145021.0,145021.0,145021.0,1,,145021.0,145021.0,145021.0,145021.0,145021.0
India,Kerala,32,"Financial Year (Apr - Mar), 2020","March, 2021",GSTR-3,314391.0,314391.0,314391.0,314391.0,1,,314391.0,314391.0,314391.0,314391.0,314391.0,194949.0,194949.0,194949.0,194949.0,1,,194949.0,194949.0,194949.0,194949.0,194949.0,109461.0,109461.0,109461.0,109461.0,1,,109461.0,109461.0,109461.0,109461.0,109461.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","April, 2021",GSTR-1,255053.0,255053.0,255053.0,255053.0,1,,255053.0,255053.0,255053.0,255053.0,255053.0,25509.0,25509.0,25509.0,25509.0,1,,25509.0,25509.0,25509.0,25509.0,25509.0,212356.0,212356.0,212356.0,212356.0,1,,212356.0,212356.0,212356.0,212356.0,212356.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","April, 2021",GSTR-3,255053.0,255053.0,255053.0,255053.0,1,,255053.0,255053.0,255053.0,255053.0,255053.0,15285.0,15285.0,15285.0,15285.0,1,,15285.0,15285.0,15285.0,15285.0,15285.0,227614.0,227614.0,227614.0,227614.0,1,,227614.0,227614.0,227614.0,227614.0,227614.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","May, 2021",GSTR-1,254802.0,254802.0,254802.0,254802.0,1,,254802.0,254802.0,254802.0,254802.0,254802.0,18956.0,18956.0,18956.0,18956.0,1,,18956.0,18956.0,18956.0,18956.0,18956.0,218785.0,218785.0,218785.0,218785.0,1,,218785.0,218785.0,218785.0,218785.0,218785.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-1,19641.0,19641.0,19641.0,19641.0,1,,19641.0,19641.0,19641.0,19641.0,19641.0,9026.0,9026.0,9026.0,9026.0,1,,9026.0,9026.0,9026.0,9026.0,9026.0,3311.0,3311.0,3311.0,3311.0,1,,3311.0,3311.0,3311.0,3311.0,3311.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","May, 2021",GSTR-3,254802.0,254802.0,254802.0,254802.0,1,,254802.0,254802.0,254802.0,254802.0,254802.0,22338.0,22338.0,22338.0,22338.0,1,,22338.0,22338.0,22338.0,22338.0,22338.0,220699.0,220699.0,220699.0,220699.0,1,,220699.0,220699.0,220699.0,220699.0,220699.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","June, 2021",GSTR-1,315837.0,315837.0,315837.0,315837.0,1,,315837.0,315837.0,315837.0,315837.0,315837.0,88971.0,88971.0,88971.0,88971.0,1,,88971.0,88971.0,88971.0,88971.0,88971.0,206960.0,206960.0,206960.0,206960.0,1,,206960.0,206960.0,206960.0,206960.0,206960.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","June, 2021",GSTR-3,315837.0,315837.0,315837.0,315837.0,1,,315837.0,315837.0,315837.0,315837.0,315837.0,140525.0,140525.0,140525.0,140525.0,1,,140525.0,140525.0,140525.0,140525.0,140525.0,161644.0,161644.0,161644.0,161644.0,1,,161644.0,161644.0,161644.0,161644.0,161644.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","July, 2021",GSTR-1,257348.0,257348.0,257348.0,257348.0,1,,257348.0,257348.0,257348.0,257348.0,257348.0,120458.0,120458.0,120458.0,120458.0,1,,120458.0,120458.0,120458.0,120458.0,120458.0,119114.0,119114.0,119114.0,119114.0,1,,119114.0,119114.0,119114.0,119114.0,119114.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","July, 2021",GSTR-3,257348.0,257348.0,257348.0,257348.0,1,,257348.0,257348.0,257348.0,257348.0,257348.0,168699.0,168699.0,168699.0,168699.0,1,,168699.0,168699.0,168699.0,168699.0,168699.0,75462.0,75462.0,75462.0,75462.0,1,,75462.0,75462.0,75462.0,75462.0,75462.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","August, 2021",GSTR-1,259512.0,259512.0,259512.0,259512.0,1,,259512.0,259512.0,259512.0,259512.0,259512.0,133223.0,133223.0,133223.0,133223.0,1,,133223.0,133223.0,133223.0,133223.0,133223.0,107931.0,107931.0,107931.0,107931.0,1,,107931.0,107931.0,107931.0,107931.0,107931.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-1,15724.0,15724.0,15724.0,15724.0,1,,15724.0,15724.0,15724.0,15724.0,15724.0,3876.0,3876.0,3876.0,3876.0,1,,3876.0,3876.0,3876.0,3876.0,3876.0,8808.0,8808.0,8808.0,8808.0,1,,8808.0,8808.0,8808.0,8808.0,8808.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","August, 2021",GSTR-3,259512.0,259512.0,259512.0,259512.0,1,,259512.0,259512.0,259512.0,259512.0,259512.0,178522.0,178522.0,178522.0,178522.0,1,,178522.0,178522.0,178522.0,178522.0,178522.0,67639.0,67639.0,67639.0,67639.0,1,,67639.0,67639.0,67639.0,67639.0,67639.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","September, 2021",GSTR-1,322067.0,322067.0,322067.0,322067.0,1,,322067.0,322067.0,322067.0,322067.0,322067.0,179696.0,179696.0,179696.0,179696.0,1,,179696.0,179696.0,179696.0,179696.0,179696.0,120873.0,120873.0,120873.0,120873.0,1,,120873.0,120873.0,120873.0,120873.0,120873.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","September, 2021",GSTR-3,322067.0,322067.0,322067.0,322067.0,1,,322067.0,322067.0,322067.0,322067.0,322067.0,234066.0,234066.0,234066.0,234066.0,1,,234066.0,234066.0,234066.0,234066.0,234066.0,72750.0,72750.0,72750.0,72750.0,1,,72750.0,72750.0,72750.0,72750.0,72750.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-1,262041.0,262041.0,262041.0,262041.0,1,,262041.0,262041.0,262041.0,262041.0,262041.0,154783.0,154783.0,154783.0,154783.0,1,,154783.0,154783.0,154783.0,154783.0,154783.0,88476.0,88476.0,88476.0,88476.0,1,,88476.0,88476.0,88476.0,88476.0,88476.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-3,262041.0,262041.0,262041.0,262041.0,1,,262041.0,262041.0,262041.0,262041.0,262041.0,198353.0,198353.0,198353.0,198353.0,1,,198353.0,198353.0,198353.0,198353.0,198353.0,49619.0,49619.0,49619.0,49619.0,1,,49619.0,49619.0,49619.0,49619.0,49619.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","November, 2021",GSTR-1,264607.0,264607.0,264607.0,264607.0,1,,264607.0,264607.0,264607.0,264607.0,264607.0,210301.0,210301.0,210301.0,210301.0,1,,210301.0,210301.0,210301.0,210301.0,210301.0,35439.0,35439.0,35439.0,35439.0,1,,35439.0,35439.0,35439.0,35439.0,35439.0
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-3,3574.0,3574.0,3574.0,3574.0,1,,3574.0,3574.0,3574.0,3574.0,3574.0,347.0,347.0,347.0,347.0,1,,347.0,347.0,347.0,347.0,347.0,2619.0,2619.0,2619.0,2619.0,1,,2619.0,2619.0,2619.0,2619.0,2619.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","November, 2021",GSTR-3,264607.0,264607.0,264607.0,264607.0,1,,264607.0,264607.0,264607.0,264607.0,264607.0,195769.0,195769.0,195769.0,195769.0,1,,195769.0,195769.0,195769.0,195769.0,195769.0,54297.0,54297.0,54297.0,54297.0,1,,54297.0,54297.0,54297.0,54297.0,54297.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","December, 2021",GSTR-1,328683.0,328683.0,328683.0,328683.0,1,,328683.0,328683.0,328683.0,328683.0,328683.0,187381.0,187381.0,187381.0,187381.0,1,,187381.0,187381.0,187381.0,187381.0,187381.0,118847.0,118847.0,118847.0,118847.0,1,,118847.0,118847.0,118847.0,118847.0,118847.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","December, 2021",GSTR-3,328683.0,328683.0,328683.0,328683.0,1,,328683.0,328683.0,328683.0,328683.0,328683.0,248292.0,248292.0,248292.0,248292.0,1,,248292.0,248292.0,248292.0,248292.0,248292.0,63464.0,63464.0,63464.0,63464.0,1,,63464.0,63464.0,63464.0,63464.0,63464.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","January, 2022",GSTR-1,267796.0,267796.0,267796.0,267796.0,1,,267796.0,267796.0,267796.0,267796.0,267796.0,161900.0,161900.0,161900.0,161900.0,1,,161900.0,161900.0,161900.0,161900.0,161900.0,85469.0,85469.0,85469.0,85469.0,1,,85469.0,85469.0,85469.0,85469.0,85469.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","January, 2022",GSTR-3,267796.0,267796.0,267796.0,267796.0,1,,267796.0,267796.0,267796.0,267796.0,267796.0,199637.0,199637.0,199637.0,199637.0,1,,199637.0,199637.0,199637.0,199637.0,199637.0,51833.0,51833.0,51833.0,51833.0,1,,51833.0,51833.0,51833.0,51833.0,51833.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","February, 2022",GSTR-1,270158.0,270158.0,270158.0,270158.0,1,,270158.0,270158.0,270158.0,270158.0,270158.0,216817.0,216817.0,216817.0,216817.0,1,,216817.0,216817.0,216817.0,216817.0,216817.0,31748.0,31748.0,31748.0,31748.0,1,,31748.0,31748.0,31748.0,31748.0,31748.0
India,Ladakh,37,"Financial Year (Apr - Mar), 2018","April, 2018",GSTR-1,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,
India,Kerala,32,"Financial Year (Apr - Mar), 2021","February, 2022",GSTR-3,270158.0,270158.0,270158.0,270158.0,1,,270158.0,270158.0,270158.0,270158.0,270158.0,201183.0,201183.0,201183.0,201183.0,1,,201183.0,201183.0,201183.0,201183.0,201183.0,51573.0,51573.0,51573.0,51573.0,1,,51573.0,51573.0,51573.0,51573.0,51573.0
India,Kerala,32,"Financial Year (Apr - Mar), 2021","March, 2022",GSTR-1,335514.0,335514.0,335514.0,335514.0,1,,335514.0,335514.0,335514.0,335514.0,335514.0,180506.0,180506.0,180506.0,180506.0,1,,180506.0,180506.0,180506.0,180506.0,180506.0,123551.0,123551.0,123551.0,123551.0,1,,123551.0,123551.0,123551.0,123551.0,123551.0
